Store,Date,Weekly_Sales
1,24/06/2011,15682.81
1,1/07/2011,15363.5
1,8/07/2011,16148.87
1,15/07/2011,15654.85
1,22/07/2011,15766.6
1,29/07/2011,15922.41
1,5/08/2011,15295.55
1,12/08/2011,14539.79
1,19/08/2011,14689.24
1,26/08/2011,14537.37
1,2/09/2011,15277.27
1,9/09/2011,17746.68
1,16/09/2011,18535.48
1,23/09/2011,17859.3
1,30/09/2011,18337.68
1,7/10/2011,20797.58
1,14/10/2011,23077.55
1,21/10/2011,23351.8
1,28/10/2011,31579.9
1,4/11/2011,39886.06
1,11/11/2011,18689.54
1,18/11/2011,19050.66
1,25/11/2011,20911.25
1,2/12/2011,25293.49
1,9/12/2011,33305.92
1,16/12/2011,45773.03
1,23/12/2011,46788.75
1,30/12/2011,23350.88
1,6/01/2012,16567.69
1,13/01/2012,16894.4
1,20/01/2012,18365.1
1,27/01/2012,18378.16
1,3/02/2012,23510.49
1,10/02/2012,36988.49
1,17/02/2012,54060.1
1,24/02/2012,20124.22
1,2/03/2012,20113.03
1,9/03/2012,21140.07
1,16/03/2012,22366.88
1,23/03/2012,22107.7
1,30/03/2012,28952.86
1,6/04/2012,57592.12
1,13/04/2012,34684.21
1,20/04/2012,16976.19
1,27/04/2012,16347.6
1,4/05/2012,17147.44
1,11/05/2012,18164.2
1,18/05/2012,18517.79
1,25/05/2012,16963.55
1,1/06/2012,16065.49
1,8/06/2012,17666
1,15/06/2012,17558.82
1,22/06/2012,16633.41
1,29/06/2012,15722.82
1,6/07/2012,17823.37
1,13/07/2012,16566.18
1,20/07/2012,16348.06
1,27/07/2012,15731.18
1,3/08/2012,16628.31
1,10/08/2012,16119.92
1,17/08/2012,17330.7
1,24/08/2012,16286.4
1,31/08/2012,16680.24
1,7/09/2012,18322.37
1,14/09/2012,19616.22
1,21/09/2012,19251.5
1,28/09/2012,18947.81
1,5/10/2012,21904.47
1,12/10/2012,22764.01
1,19/10/2012,24185.27
1,26/10/2012,27390.81
2,5/02/2010,35034.06
2,12/02/2010,60483.7
2,19/02/2010,58221.52
2,26/02/2010,25962.32
2,5/03/2010,27372.05
2,12/03/2010,28660.87
2,19/03/2010,28446.92
2,26/03/2010,32213.99
2,2/04/2010,82766.07
2,9/04/2010,66560
2,16/04/2010,21308.59
2,23/04/2010,22163.12
2,30/04/2010,24066.2
2,7/05/2010,26191.58
2,14/05/2010,25876.55
2,21/05/2010,22689.01
2,28/05/2010,22899.73
2,4/06/2010,23869.17
2,11/06/2010,24549.01
2,18/06/2010,23918.56
2,25/06/2010,23757.36
2,2/07/2010,23803.34
2,9/07/2010,23707.54
2,16/07/2010,23727.77
2,23/07/2010,21139.52
2,30/07/2010,22749.21
2,6/08/2010,22795.72
2,13/08/2010,21933.3
2,20/08/2010,22126.52
2,27/08/2010,21264.66
2,3/09/2010,23901.32
2,10/09/2010,25710.17
2,17/09/2010,26266.39
2,24/09/2010,26127.76
2,1/10/2010,27023.35
2,8/10/2010,31524.86
2,15/10/2010,34924.59
2,22/10/2010,40755.17
2,29/10/2010,56903.47
2,5/11/2010,46198.84
2,12/11/2010,22794.09
2,19/11/2010,24363.72
2,26/11/2010,24513.63
2,3/12/2010,30662.62
2,10/12/2010,44451.34
2,17/12/2010,64512.46
2,24/12/2010,82523.73
2,31/12/2010,28482.71
2,7/01/2011,19092.94
2,14/01/2011,22159.74
2,21/01/2011,23088.16
2,28/01/2011,25461.57
2,4/02/2011,29606.98
2,11/02/2011,51382.63
2,18/02/2011,62706.27
2,25/02/2011,22631.87
2,4/03/2011,25562.33
2,11/03/2011,26025.39
2,18/03/2011,25405.55
2,25/03/2011,23880.58
2,1/04/2011,24591.68
2,8/04/2011,28223.45
2,15/04/2011,34644.85
2,22/04/2011,72065.08
2,29/04/2011,57905.55
2,6/05/2011,24658.53
2,13/05/2011,22484.33
2,20/05/2011,21590.53
2,27/05/2011,21334.34
2,3/06/2011,22174.12
2,10/06/2011,21554.22
2,17/06/2011,22431.56
2,24/06/2011,21426.72
2,1/07/2011,21706.59
2,8/07/2011,21037.47
2,15/07/2011,20810.61
2,22/07/2011,20456.83
2,29/07/2011,20783.05
2,5/08/2011,20875.73
2,12/08/2011,20580.3
2,19/08/2011,21324.65
2,26/08/2011,21642.33
2,2/09/2011,23645.73
2,9/09/2011,22549.64
2,16/09/2011,23973.86
2,23/09/2011,24204.22
2,30/09/2011,24949.42
2,7/10/2011,28071.56
2,14/10/2011,29264.62
2,21/10/2011,33205.32
2,28/10/2011,43490.95
2,4/11/2011,55729.13
2,11/11/2011,23151.55
2,18/11/2011,23923.11
2,25/11/2011,25542.74
2,2/12/2011,29959.08
2,9/12/2011,43639.97
2,16/12/2011,63109.72
2,23/12/2011,75779.45
2,30/12/2011,31246.27
2,6/01/2012,20481.45
2,13/01/2012,21569.9
2,20/01/2012,23397.02
2,27/01/2012,22833.08
2,3/02/2012,28813.06
2,10/02/2012,41247.02
2,17/02/2012,77394.09
2,24/02/2012,25613.67
2,2/03/2012,25556.15
2,9/03/2012,26173.93
2,16/03/2012,27320.08
2,23/03/2012,29868.82
2,30/03/2012,37052.68
2,6/04/2012,75970.97
2,13/04/2012,56093.13
2,20/04/2012,22568.57
2,27/04/2012,22414.38
2,4/05/2012,22711.04
2,11/05/2012,25661.21
2,18/05/2012,25982.7
2,25/05/2012,23561.25
2,1/06/2012,23076.47
2,8/06/2012,24826.25
2,15/06/2012,24016.43
2,22/06/2012,24155.67
2,29/06/2012,23580.74
2,6/07/2012,24052.7
2,13/07/2012,23148.57
2,20/07/2012,23813.13
2,27/07/2012,23025.51
2,3/08/2012,22851.99
2,10/08/2012,23261.95
2,17/08/2012,24793.54
2,24/08/2012,22839.77
2,31/08/2012,25343.45
2,7/09/2012,25270.06
2,14/09/2012,26435.2
2,21/09/2012,26303.04
2,28/09/2012,27159.07
2,5/10/2012,30789.27
2,12/10/2012,34070
2,19/10/2012,35897.95
2,26/10/2012,41615.24
3,5/02/2010,6453.58
3,12/02/2010,12748.72
3,19/02/2010,8918.31
3,26/02/2010,4992
3,5/03/2010,5172.73
3,12/03/2010,5540.28
3,19/03/2010,5118.12
3,26/03/2010,6620.12
3,2/04/2010,16399.01
3,9/04/2010,8316.05
3,16/04/2010,4061.89
3,23/04/2010,4417.17
3,30/04/2010,4159.25
3,7/05/2010,4756.69
3,14/05/2010,4771.24
3,21/05/2010,4444.92
3,28/05/2010,4204.65
3,4/06/2010,5020.1
3,11/06/2010,4726.45
3,18/06/2010,4444.66
3,25/06/2010,4377.74
3,2/07/2010,4238.56
3,9/07/2010,4544.62
3,16/07/2010,3440.69
3,23/07/2010,3874.45
3,30/07/2010,4205.62
3,6/08/2010,3552.7
3,13/08/2010,3930.41
3,20/08/2010,4136.05
3,27/08/2010,3917.19
3,3/09/2010,4923.61
3,10/09/2010,5184.6
3,17/09/2010,5833.23
3,24/09/2010,5855.34
3,1/10/2010,5617.26
3,8/10/2010,6848.21
3,15/10/2010,7157.09
3,22/10/2010,7665.09
3,29/10/2010,11645.78
3,5/11/2010,14326.87
3,12/11/2010,5003.46
3,19/11/2010,5848.35
3,26/11/2010,5111.38
3,3/12/2010,7442.48
3,10/12/2010,9361.27
3,17/12/2010,14138.92
3,24/12/2010,12351.12
3,31/12/2010,5375.83
3,7/01/2011,4150.96
3,14/01/2011,5938.37
3,21/01/2011,5514.44
3,28/01/2011,5934.7
3,4/02/2011,7522.25
3,11/02/2011,11283.98
3,18/02/2011,15348.06
3,25/02/2011,4896.15
3,4/03/2011,6673.83
3,11/03/2011,6440.67
3,18/03/2011,5850.92
3,25/03/2011,6692.63
3,1/04/2011,6389.96
3,8/04/2011,6885.58
3,15/04/2011,9203.25
3,22/04/2011,15862.38
3,29/04/2011,9410.55
3,6/05/2011,5941.28
3,13/05/2011,4660.39
3,20/05/2011,5142.22
3,27/05/2011,5194.21
3,3/06/2011,4906.27
3,10/06/2011,4790.03
3,17/06/2011,5738.3
3,24/06/2011,4484.47
3,1/07/2011,5273.09
3,8/07/2011,4324.95
3,15/07/2011,4985.82
3,22/07/2011,5176.73
3,29/07/2011,4645.99
3,5/08/2011,5285.83
3,12/08/2011,4799.63
3,19/08/2011,4808.68
3,26/08/2011,5625.99
3,2/09/2011,5210.03
3,9/09/2011,5210.02
3,16/09/2011,6041.07
3,23/09/2011,7151.93
3,30/09/2011,6251.24
3,7/10/2011,7897.72
3,14/10/2011,7205.82
3,21/10/2011,9257.97
3,28/10/2011,11932.26
3,4/11/2011,15836.73
3,11/11/2011,6525.18
3,18/11/2011,7350.22
3,25/11/2011,6912.38
3,2/12/2011,9251.4
3,9/12/2011,10485.08
3,16/12/2011,15210.07
3,23/12/2011,12332.52
3,30/12/2011,7793.74
3,6/01/2012,6361.95
3,13/01/2012,7544.97
3,20/01/2012,7461.43
3,27/01/2012,8381.18
3,3/02/2012,8925.18
3,10/02/2012,11343.41
3,17/02/2012,18407.08
3,24/02/2012,7714.8
3,2/03/2012,8067.85
3,9/03/2012,8192.77
3,16/03/2012,7613.23
3,23/03/2012,9390.09
3,30/03/2012,12259.62
3,6/04/2012,18969.05
3,13/04/2012,9961.51
3,20/04/2012,8131.34
3,27/04/2012,7145.2
3,4/05/2012,6635.58
3,11/05/2012,5794.35
3,18/05/2012,6121.23
3,25/05/2012,6715.54
3,1/06/2012,6755.83
3,8/06/2012,7390.4
3,15/06/2012,6966.06
3,22/06/2012,6926.88
3,29/06/2012,6932.65
3,6/07/2012,6711.19
3,13/07/2012,5991.01
3,20/07/2012,6856.63
3,27/07/2012,7834.4
3,3/08/2012,7268.86
3,10/08/2012,5853.88
3,17/08/2012,6762.8
3,24/08/2012,6991.31
3,31/08/2012,6943.91
3,7/09/2012,8118.58
3,14/09/2012,8712.1
3,21/09/2012,9218.35
3,28/09/2012,8762.39
3,5/10/2012,9750.12
3,12/10/2012,11038.58
3,19/10/2012,10886.48
3,26/10/2012,11351.24
4,5/02/2010,38724.42
4,12/02/2010,69872.44
4,19/02/2010,49937.09
4,26/02/2010,30107.54
4,5/03/2010,31580.69
4,12/03/2010,29452.49
4,19/03/2010,30853.27
4,26/03/2010,33401.19
4,2/04/2010,75535.18
4,9/04/2010,56416.66
4,16/04/2010,27744.54
4,23/04/2010,23961.8
4,30/04/2010,25076
4,7/05/2010,27453.68
4,14/05/2010,27649.17
4,21/05/2010,27138.28
4,28/05/2010,25405.65
4,4/06/2010,25702.66
4,11/06/2010,26962.02
4,18/06/2010,26832.57
4,25/06/2010,25940.32
4,2/07/2010,27310.36
4,9/07/2010,26687.61
4,16/07/2010,27218.37
4,23/07/2010,27561.95
4,30/07/2010,27493.53
4,6/08/2010,24769.54
4,13/08/2010,27058.91
4,20/08/2010,27077.42
4,27/08/2010,28044.57
4,3/09/2010,34713.96
4,10/09/2010,33641.04
4,17/09/2010,33298.06
4,24/09/2010,32211.3
4,1/10/2010,36486.28
4,8/10/2010,37119.05
4,15/10/2010,42167.71
4,22/10/2010,51673.53
4,29/10/2010,77397.15
4,5/11/2010,48727.62
4,12/11/2010,29630.5
4,19/11/2010,32392.84
4,26/11/2010,30958.54
4,3/12/2010,36639.21
4,10/12/2010,49875.17
4,17/12/2010,74389.92
4,24/12/2010,91216.16
4,31/12/2010,28449.27
4,7/01/2011,25293.64
4,14/01/2011,27985.62
4,21/01/2011,29835.26
4,28/01/2011,30977.96
4,4/02/2011,34778.17
4,11/02/2011,57504.1
4,18/02/2011,62481.47
4,25/02/2011,26289.28
4,4/03/2011,26562.46
4,11/03/2011,31284.95
4,18/03/2011,32981.01
4,25/03/2011,32193.44
4,1/04/2011,33809.56
4,8/04/2011,36416.8
4,15/04/2011,44011.29
4,22/04/2011,83445.89
4,29/04/2011,50759.95
4,6/05/2011,25494.77
4,13/05/2011,27189.7
4,20/05/2011,25198.4
4,27/05/2011,25035.61
4,3/06/2011,25401.86
4,10/06/2011,24726.22
4,17/06/2011,27152.27
4,24/06/2011,26859.67
4,1/07/2011,25369.16
4,8/07/2011,25268.24
4,15/07/2011,27552.72
4,22/07/2011,26282.08
4,29/07/2011,27285.06
4,5/08/2011,26374.86
4,12/08/2011,25209.84
4,19/08/2011,28222.27
4,26/08/2011,24753.73
4,2/09/2011,29247.78
4,9/09/2011,34792.14
4,16/09/2011,35859.06
4,23/09/2011,35276.78
4,30/09/2011,34714.78
4,7/10/2011,41743.66
4,14/10/2011,44776.55
4,21/10/2011,45777.26
4,28/10/2011,64829.37
4,4/11/2011,78489.3
4,11/11/2011,36681.61
4,18/11/2011,32494.43
4,25/11/2011,33800.16
4,2/12/2011,41861
4,9/12/2011,52520.88
4,16/12/2011,73671.92
4,23/12/2011,91965.85
4,30/12/2011,36490.94
4,6/01/2012,28952.16
4,13/01/2012,29525.51
4,20/01/2012,32267.18
4,27/01/2012,31549.81
4,3/02/2012,40680.72
4,10/02/2012,56486.03
4,17/02/2012,76195.06
4,24/02/2012,31670.04
4,2/03/2012,32036.11
4,9/03/2012,31564.55
4,16/03/2012,34859.57
4,23/03/2012,37148.64
4,30/03/2012,44590.27
4,6/04/2012,85839.78
4,13/04/2012,50108.12
4,20/04/2012,26161.45
4,27/04/2012,26812.03
4,4/05/2012,27487.23
4,11/05/2012,30837.99
4,18/05/2012,28663.44
4,25/05/2012,27820.39
4,1/06/2012,27095.99
4,8/06/2012,28423.52
4,15/06/2012,30679.71
4,22/06/2012,28806.8
4,29/06/2012,29604.1
4,6/07/2012,28160.76
4,13/07/2012,29606.6
4,20/07/2012,29345.26
4,27/07/2012,28044.01
4,3/08/2012,28716.36
4,10/08/2012,28705.5
4,17/08/2012,27670.98
4,24/08/2012,29877.12
4,31/08/2012,29547.48
4,7/09/2012,33724.46
4,14/09/2012,37140.15
4,21/09/2012,38189.91
4,28/09/2012,36574.4
4,5/10/2012,41292.92
4,12/10/2012,44080.53
4,19/10/2012,49604.49
4,26/10/2012,57046.29
5,5/02/2010,9323.89
5,12/02/2010,16861.1
5,19/02/2010,11417.67
5,26/02/2010,7168.41
5,5/03/2010,8344.13
5,12/03/2010,7531.45
5,19/03/2010,8719.27
5,26/03/2010,9945.67
5,2/04/2010,21113.02
5,9/04/2010,15310.29
5,16/04/2010,6815.91
5,23/04/2010,7178.81
5,30/04/2010,7582.13
5,7/05/2010,7515.54
5,14/05/2010,7575.66
5,21/05/2010,7566.13
5,28/05/2010,7869.37
5,4/06/2010,7760.76
5,11/06/2010,7744.62
5,18/06/2010,7347.19
5,25/06/2010,7301.6
5,2/07/2010,8003.94
5,9/07/2010,7089.38
5,16/07/2010,7755.51
5,23/07/2010,7045.25
5,30/07/2010,6937.64
5,6/08/2010,7148.15
5,13/08/2010,6694.81
5,20/08/2010,7589.85
5,27/08/2010,7521.08
5,3/09/2010,8196.79
5,10/09/2010,8886.99
5,17/09/2010,8103.93
5,24/09/2010,8277.02
5,1/10/2010,8588.14
5,8/10/2010,9312.68
5,15/10/2010,9582.16
5,22/10/2010,10069.43
5,29/10/2010,12061.1
5,5/11/2010,11137.94
5,12/11/2010,8743.16
5,19/11/2010,8369.99
5,26/11/2010,9369.26
5,3/12/2010,10929.57
5,10/12/2010,12164.4
5,17/12/2010,13563.08
5,24/12/2010,14904.77
5,31/12/2010,6785.2
5,7/01/2011,7335.45
5,14/01/2011,8075.77
5,21/01/2011,8109.88
5,28/01/2011,8021.74
5,4/02/2011,9819.84
5,11/02/2011,13407.55
5,18/02/2011,16778.51
5,25/02/2011,9676.42
5,4/03/2011,8743.51
5,11/03/2011,8702.11
5,18/03/2011,8615.19
5,25/03/2011,8809.64
5,1/04/2011,9287
5,8/04/2011,9381.66
5,15/04/2011,12239.56
5,22/04/2011,18238.83
5,29/04/2011,12830.22
5,6/05/2011,8751.74
5,13/05/2011,7871.57
5,20/05/2011,8169.97
5,27/05/2011,7901.75
5,3/06/2011,8175.25
5,10/06/2011,8170.13
5,17/06/2011,8157.72
5,24/06/2011,8392.34
5,1/07/2011,8073.14
5,8/07/2011,7588.98
5,15/07/2011,7932.29
5,22/07/2011,8268.8
5,29/07/2011,8110.21
5,5/08/2011,7979.93
5,12/08/2011,7181.46
5,19/08/2011,7521.31
5,26/08/2011,7491.92
5,2/09/2011,8646.46
5,9/09/2011,8637.23
5,16/09/2011,8401.6
5,23/09/2011,9537.87
5,30/09/2011,9078.61
5,7/10/2011,10038.53
5,14/10/2011,10269.42
5,21/10/2011,10682.45
5,28/10/2011,12507.77
5,4/11/2011,15399.72
5,11/11/2011,8610.92
5,18/11/2011,8626.3
5,25/11/2011,9770.76
5,2/12/2011,11761.28
5,9/12/2011,12086.87
5,16/12/2011,15344.65
5,23/12/2011,17702.22
5,30/12/2011,10107.45
5,6/01/2012,8092.11
5,13/01/2012,9077.81
5,20/01/2012,8693.53
5,27/01/2012,9485.99
5,3/02/2012,10252.35
5,10/02/2012,12558.72
5,17/02/2012,16925.06
5,24/02/2012,8987.21
5,2/03/2012,9930.02
5,9/03/2012,9739.46
5,16/03/2012,10612.87
5,23/03/2012,11845.17
5,30/03/2012,12374.57
5,6/04/2012,21004.49
5,13/04/2012,13402.45
5,20/04/2012,8719.73
5,27/04/2012,9415.89
5,4/05/2012,9319.43
5,11/05/2012,8470.26
5,18/05/2012,9179.3
5,25/05/2012,9167.85
5,1/06/2012,9442.66
5,8/06/2012,8904.1
5,15/06/2012,8972.27
5,22/06/2012,9177.87
5,29/06/2012,9103.46
5,6/07/2012,9215.62
5,13/07/2012,9323.17
5,20/07/2012,9513.66
5,27/07/2012,9303.88
5,3/08/2012,9349.21
5,10/08/2012,8631.27
5,17/08/2012,9279.56
5,24/08/2012,9106.92
5,31/08/2012,9680.49
5,7/09/2012,9584.31
5,14/09/2012,10021.23
5,21/09/2012,10956.4
5,28/09/2012,10267.48
5,5/10/2012,11328.69
5,12/10/2012,11631.4
5,19/10/2012,11093.36
5,26/10/2012,12774.47
6,5/02/2010,25619
6,12/02/2010,43749.81
6,19/02/2010,34750.82
6,26/02/2010,19896.08
6,5/03/2010,22839.36
6,12/03/2010,24071.96
6,19/03/2010,26866.9
6,26/03/2010,28291.37
6,2/04/2010,62544.57
6,9/04/2010,44695.23
6,16/04/2010,20110.25
6,23/04/2010,19254.91
6,30/04/2010,18597.43
6,7/05/2010,20067.43
6,14/05/2010,20531.13
6,21/05/2010,17862.63
6,28/05/2010,19758.1
6,4/06/2010,20823.02
6,11/06/2010,21429.46
6,18/06/2010,21827.25
6,25/06/2010,21047.72
6,2/07/2010,21434.47
6,9/07/2010,20755.81
6,16/07/2010,21273.49
6,23/07/2010,19162.26
6,30/07/2010,20315.23
6,6/08/2010,21055.66
6,13/08/2010,19293.51
6,20/08/2010,17996.5
6,27/08/2010,17770.62
6,3/09/2010,19404.6
6,10/09/2010,19943.4
6,17/09/2010,17864.15
6,24/09/2010,17868.06
6,1/10/2010,18951.73
6,8/10/2010,22732.99
6,15/10/2010,25429.24
6,22/10/2010,29421.37
6,29/10/2010,37823.5
6,5/11/2010,34633.25
6,12/11/2010,19905.41
6,19/11/2010,20005.14
6,26/11/2010,20441.7
6,3/12/2010,24898.3
6,10/12/2010,36300.45
6,17/12/2010,51007.32
6,24/12/2010,57822.92
6,31/12/2010,19610.68
6,7/01/2011,13951.76
6,14/01/2011,14867.93
6,21/01/2011,16453.49
6,28/01/2011,17234.16
6,4/02/2011,21182.66
6,11/02/2011,32780.58
6,18/02/2011,38347.74
6,25/02/2011,16088.17
6,4/03/2011,16806.47
6,11/03/2011,18631.32
6,18/03/2011,20208.62
6,25/03/2011,18217.57
6,1/04/2011,21313.31
6,8/04/2011,23306.19
6,15/04/2011,26876.39
6,22/04/2011,54711.64
6,29/04/2011,41404.8
6,6/05/2011,18045.09
6,13/05/2011,15620.72
6,20/05/2011,15881.59
6,27/05/2011,16479.47
6,3/06/2011,17836.28
6,10/06/2011,18069.27
6,17/06/2011,17045.25
6,24/06/2011,19347.14
6,1/07/2011,19654.59
6,8/07/2011,19664.99
6,15/07/2011,19015.34
6,22/07/2011,17853.08
6,29/07/2011,16718.6
6,5/08/2011,18415.24
6,12/08/2011,16807.72
6,19/08/2011,17368.63
6,26/08/2011,15663.08
6,2/09/2011,17188.01
6,9/09/2011,18434.2
6,16/09/2011,18084.75
6,23/09/2011,18053.54
6,30/09/2011,19981.05
6,7/10/2011,22434.41
6,14/10/2011,23999.52
6,21/10/2011,28163.61
6,28/10/2011,36773.87
6,4/11/2011,41107
6,11/11/2011,17870.11
6,18/11/2011,20454.66
6,25/11/2011,21803.82
6,2/12/2011,27567.47
6,9/12/2011,37087.04
6,16/12/2011,51781.32
6,23/12/2011,56898.87
6,30/12/2011,25542.84
6,6/01/2012,15824.81
6,13/01/2012,17559.09
6,20/01/2012,18237.69
6,27/01/2012,19393.16
6,3/02/2012,22832.08
6,10/02/2012,31773.8
6,17/02/2012,49060.88
6,24/02/2012,19071.58
6,2/03/2012,19348.99
6,9/03/2012,20928.25
6,16/03/2012,25000.06
6,23/03/2012,25688.05
6,30/03/2012,29885.35
6,6/04/2012,57337.73
6,13/04/2012,43074.8
6,20/04/2012,17250.18
6,27/04/2012,16201.01
6,4/05/2012,18371.55
6,11/05/2012,18574.54
6,18/05/2012,19647.85
6,25/05/2012,19755
6,1/06/2012,19260.85
6,8/06/2012,19892.47
6,15/06/2012,20284.79
6,22/06/2012,19952.17
6,29/06/2012,20351.11
6,6/07/2012,22923.67
6,13/07/2012,20531.86
6,20/07/2012,19657.52
6,27/07/2012,17063.1
6,3/08/2012,18576.99
6,10/08/2012,16708.46
6,17/08/2012,17033.36
6,24/08/2012,16528.04
6,31/08/2012,17132.06
6,7/09/2012,18552.77
6,14/09/2012,18920.22
6,21/09/2012,19224.34
6,28/09/2012,18364.91
6,5/10/2012,22071.31
6,12/10/2012,24082.42
6,19/10/2012,27700.81
6,26/10/2012,30579.35
7,5/02/2010,8970.97
7,12/02/2010,14026.65
7,19/02/2010,12477.79
7,26/02/2010,8602.73
7,5/03/2010,9541.12
7,12/03/2010,9538.7
7,19/03/2010,11725.85
7,26/03/2010,11452.69
7,2/04/2010,20518.44
7,9/04/2010,13658.16
7,16/04/2010,6891.66
7,23/04/2010,5903.69
7,30/04/2010,6584.55
7,7/05/2010,6725.02
7,14/05/2010,6612.82
7,21/05/2010,6972.83
7,28/05/2010,6321.96
7,4/06/2010,6553.48
7,11/06/2010,6462.1
7,18/06/2010,6624.41
7,25/06/2010,7608.08
7,2/07/2010,9742.46
7,9/07/2010,8616.74
7,16/07/2010,7868.1
7,23/07/2010,7053.34
7,30/07/2010,7809.14
7,6/08/2010,8147.74
7,13/08/2010,7815.42
7,20/08/2010,7368.76
7,27/08/2010,7240.14
7,3/09/2010,7240.95
7,10/09/2010,8168.38
7,17/09/2010,7657.31
7,24/09/2010,8507.86
7,1/10/2010,7713.82
7,8/10/2010,8420.91
7,15/10/2010,9685.98
7,22/10/2010,9491.13
7,29/10/2010,14476.18
7,5/11/2010,12744.21
7,12/11/2010,6836.75
7,19/11/2010,7683.46
7,26/11/2010,8691.55
7,3/12/2010,9757.19
7,10/12/2010,12770.85
7,17/12/2010,16075.91
7,24/12/2010,21776.45
7,31/12/2010,9416.86
7,7/01/2011,7630.66
7,14/01/2011,7852.95
7,21/01/2011,8163.53
7,28/01/2011,8492.58
7,4/02/2011,8976.04
7,11/02/2011,10605.06
7,18/02/2011,10998.01
7,25/02/2011,8532.36
7,4/03/2011,8563.14
7,11/03/2011,8719.24
7,18/03/2011,9231.7
7,25/03/2011,8861.84
7,1/04/2011,8263.41
7,8/04/2011,8459.93
7,15/04/2011,8560.97
7,22/04/2011,15486.48
7,29/04/2011,12575.17
7,6/05/2011,6608.17
7,13/05/2011,6439.02
7,20/05/2011,6125.17
7,27/05/2011,6616.65
7,3/06/2011,7839.66
7,10/06/2011,7728.34
7,17/06/2011,7781.62
7,24/06/2011,8561.67
7,1/07/2011,10206.45
7,8/07/2011,11824.86
7,15/07/2011,9708.27
7,22/07/2011,9872.61
7,29/07/2011,9749.08
7,5/08/2011,9584.67
7,12/08/2011,9893.12
7,19/08/2011,9499.58
7,26/08/2011,9101.61
7,2/09/2011,8687.68
7,9/09/2011,9451.41
7,16/09/2011,9492.08
7,23/09/2011,9016.78
7,30/09/2011,8612.84
7,7/10/2011,9199.01
7,14/10/2011,9732.21
7,21/10/2011,10882.67
7,28/10/2011,12416.52
7,4/11/2011,15496.64
7,11/11/2011,6884.89
7,18/11/2011,8378.54
7,25/11/2011,9406.51
7,2/12/2011,9611.32
7,9/12/2011,11930.02
7,16/12/2011,15884.31
7,23/12/2011,24797.06
7,30/12/2011,14835.08
7,6/01/2012,10577.58
7,13/01/2012,9573.3
7,20/01/2012,9179.93
7,27/01/2012,9625.14
7,3/02/2012,10326.44
7,10/02/2012,11874.73
7,17/02/2012,15035.59
7,24/02/2012,9400.83
7,2/03/2012,9415.61
7,9/03/2012,10755.03
7,16/03/2012,11532.05
7,23/03/2012,10937.37
7,30/03/2012,11485.36
7,6/04/2012,18774.68
7,13/04/2012,12213.38
7,20/04/2012,7427.26
7,27/04/2012,6540.72
7,4/05/2012,5589.62
7,11/05/2012,6462.63
7,18/05/2012,6350.38
7,25/05/2012,6550.23
7,1/06/2012,7410.18
7,8/06/2012,6971.47
7,15/06/2012,7748.14
7,22/06/2012,7967.26
7,29/06/2012,8535.45
7,6/07/2012,11298.7
7,13/07/2012,9253.35
7,20/07/2012,9120.14
7,27/07/2012,8470.07
7,3/08/2012,9853.39
7,10/08/2012,8698.9
7,17/08/2012,8558.33
7,24/08/2012,8944.76
7,31/08/2012,7297.08
7,7/09/2012,8629.07
7,14/09/2012,7985.95
7,21/09/2012,8665.29
7,28/09/2012,8239.78
7,5/10/2012,8034.2
7,12/10/2012,8175.43
